stop_id,stop_code,stop_name,tts_stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
1091,831091,Camino Tassajara + Tassajara Village,Camino Tassajara and Tassajara Village,37.798833,-121.919805,0,,1
1098,831098,Camino Tassajara + Wood Ranch Dr,Camino Tassajara and Wood Ranch Drive,37.800853,-121.93272,0,,1
605,83605,Contra Costa Blvd + Sun Valley Blvd And Viking Dr,Contra Costa Boulevard between Sun Valley Boulevard and Viking Drive,37.965338,-122.062312,0,,1
939,83939,Center Ave + Hidden Lakes Dr,Center Avenue and Hidden Lakes Drive,37.98333,-122.07922,0,,1
928,83928,Center Ave + Muir Station,Center Avenue and Muir Station,37.992446,-122.118659,0,,1
926,83926,Center Ave + Public Health Services California,Center Avenue and Public Health Services California,37.992557,-122.118546,0,,1
941,83941,Center Ave + Blackwood Dr,Center Avenue and Blackwood Drive,37.983346,-122.069862,0,,1
915,83915,Center Ave + Blackwood Dr,Center Avenue and Blackwood Drive,37.983473,-122.07016,0,,1
918,83918,Center Ave + Glacier Dr,Center Avenue and Glacier Drive,37.983815,-122.088657,0,,1
498,83498,Center St + Easley Dr,Center Street and Easley Drive,37.941153,-121.931945,0,,1
940,83940,Center Ave + Flame Dr,Center Avenue and Flame Drive,37.98333,-122.073875,0,,1
931,83931,Center Ave + Granite Ct,Center Avenue and Granite Court,37.989378,-122.107392,0,,0
930,83930,Center Ave + Kaiser Dr,Center Avenue and Kaiser Drive,37.99084,-122.110214,0,,1
924,83924,Center Ave + Kaiser Dr,Center Avenue and Kaiser Drive,37.991405,-122.110688,0,,1
938,83938,Center Ave + Lyle Ct,Center Avenue and Lyle Court,37.983966,-122.086094,0,,1
917,83917,Center Ave + Mono Dr,Center Avenue and Mono Drive,37.983851,-122.081305,0,,1
922,83922,Center Ave + Morello Ave,Center Avenue and Morello Avenue,37.986593,-122.10471,0,,1
914,83914,Center Ave + Pacheco Blvd,Center Avenue and Pacheco Boulevard,37.983418,-122.068094,0,,1
916,83916,Center Ave + Raymond Dr,Center Avenue and Raymond Drive,37.983501,-122.074753,0,,1
937,83937,Center Ave + Redwood Dr,Center Avenue and Redwood Drive,37.983648,-122.090473,0,,1
919,83919,Center Ave + Redwood Dr,Center Avenue and Redwood Drive,37.9838,-122.091319,0,,1
932,83932,Center Ave + Snow Dr,Center Avenue and Snow Drive,37.987156,-122.105049,0,,1
929,83929,Center Ave + Veterans Ct,Center Avenue and Veterans Court,37.99247,-122.112797,0,,1
427,83427,Center Ave + Veterans Dr,Center Avenue and Veterans Drive,37.99268,-122.113055,0,,1
923,83923,Center Ave + Rolling Hill Way,Center Avenue and Rolling Hill Way,37.988988,-122.106619,0,,1
925,83925,Center Ave + Veterans Clinic Driveway,Center Avenue and Veterans Clinic Driveway,37.992361,-122.114784,0,,0
936,83936,Center Ave + Vine Hill Way,Center Avenue and Vine Hill Way,37.984546,-122.098592,0,,0
1436,831436,Chilpancingo Pkwy + Contra Costa Blvd,Chilpancingo Parkway and Contra Costa Boulevard,37.975263,-122.066107,0,,1
1435,831435,Chilpancingo Pkwy + Contra Costa Blvd,Chilpancingo Parkway and Contra Costa Boulevard,37.975351,-122.066544,0,,1
540,83540,Clayton Rd + Hospice Thrift Shoppes,Clayton Road and Hospice Thrift Shoppes,37.953215,-121.960675,0,,1
567,83567,Clayton Rd + Adelaide St,Clayton Road and Adelaide Street,37.97181,-122.041014,0,,1
539,83539,Clayton Rd + Alberta Way,Clayton Road and Alberta Way,37.954771,-121.965165,0,,1
446,83446,Clayton Rd + Atchison Stage Rd,Clayton Road and Atchison Stage Road,37.945398,-121.945634,0,,1
538,83538,Clayton Rd + Ayers Rd,Clayton Road and Ayers Road,37.955836,-121.968185,0,,1
546,83546,Clayton Rd + Ayers Rd,Clayton Road and Ayers Road,37.956195,-121.968542,0,,1
527,83527,Clayton Rd + Babel Ln,Clayton Road and Babel Lane,37.969843,-122.008867,0,,1
534,83534,Clayton Rd + Bailey Rd,Clayton Road and Bailey Road,37.961293,-121.983085,0,,1
550,83550,Clayton Rd + Bailey Rd,Clayton Road and Bailey Road,37.961471,-121.983155,0,,1
558,83558,Clayton Rd + Barbis Way,Clayton Road and Barbis Way,37.970481,-122.010811,0,,1
536,83536,Clayton Rd + Claycord Ave,Clayton Road and Claycord Avenue,37.958816,-121.976252,0,,1
548,83548,Clayton Rd + Claycord Ave,Clayton Road and Claycord Avenue,37.95892,-121.975994,0,,1
523,83523,Clayton Rd + Coventry Rd,Clayton Road and Coventry Road,37.972983,-122.019972,0,,1
524,83524,Clayton Rd + Davis Ave,Clayton Road and Davis Avenue,37.972191,-122.01719,0,,1
2289,832289,Clayton Rd + Davis Ave,Clayton Road + Davis Avenue,37.972367,-122.017288,0,,1
531,83531,Clayton Rd + Denkinger Ct,Clayton Road and Denkinger Court,37.965373,-121.99443,0,,1
553,83553,Clayton Rd + Denkinger Ct,Clayton Road and Denkinger Court,37.965629,-121.994637,0,,1
566,83566,Clayton Rd + Detroit Ave,Clayton Road and Detroit Avenue,37.970868,-122.04282,0,,1
444,83444,Clayton Rd + El Camino Dr,Clayton Road and El Camino Drive,37.94843,-121.950622,0,,1
449,83449,Clayton Rd + El Camino Dr,Clayton Road and El Camino Drive,37.949101,-121.951535,0,,1
519,83519,Clayton Rd + Ellis St,Clayton Road and Ellis Street,37.972808,-122.038369,0,,1
522,83522,Clayton Rd + Fifth Ave,Clayton Road and Fifth Avenue,37.973555,-122.021999,0,,1
561,83561,Clayton Rd + Fifth St,Clayton Road and Fifth Street,37.973728,-122.022255,0,,1
563,83563,Clayton Rd + Fry Way,Clayton Road and Fry Way,37.972148,-122.040377,0,,1
520,83520,Clayton Rd + Galindo St,Clayton Road and Galindo Street,37.974111,-122.034039,0,,1
552,83552,Clayton Rd + Glazier Dr,Clayton Road and Glazier Drive,37.964206,-121.990723,0,,1
525,83525,Clayton Rd + Grove Way,Clayton Road and Grove Way,37.97187,-122.016059,0,,0
535,83535,Clayton Rd + Indian Ln,Clayton Road and Indian Lane,37.959611,-121.978457,0,,1
549,83549,Clayton Rd + Indian Ln,Clayton Road and Indian Lane,37.959888,-121.978768,0,,1
529,83529,Clayton Rd + Loeffler Ln,Clayton Road and Loeffler Lane,37.967606,-122.000999,0,,1
445,83445,Clayton Rd + Lydia Ln,Clayton Road and Lydia Lane,37.946375,-121.947085,0,,1
557,83557,Clayton Rd + Maynard St,Clayton Road and Maynard Street,37.969764,-122.008118,0,,0
554,83554,Clayton Rd + Mendocino Dr,Clayton Road and Mendocino Drive,37.966846,-121.997918,0,,1
450,83450,Clayton Rd + Mitchell Canyon Rd,Clayton Road and Mitchell Canyon Road,37.943173,-121.941144,0,,1
448,83448,Clayton Rd + Mitchell Canyon Rd,Clayton Road and Mitchell Canyon Road,37.94421,-121.942681,0,,1
565,83565,Clayton Rd + Pine St,Clayton Road and Pine Street,37.9697,-122.045324,0,,1
564,83564,Clayton Rd + Pine St,Clayton Road and Pine Street,37.970506,-122.044112,0,,1
544,83544,Clayton Rd + Schenone Ct,Clayton Road and Schenone Court,37.95356,-121.961092,0,,1
547,83547,Clayton Rd + Silverleaf Ln,Clayton Road and Silverleaf Lane,37.95824,-121.974167,0,,1
560,83560,Clayton Rd + Sixth St,Clayton Road and Sixth Street,37.973041,-122.01986,0,,1
2068,832068,Clayton Rd + Sutter St,Clayton Road and Sutter Street,37.973173,-122.037854,0,,1
551,83551,Clayton Rd + Thornwood Dr,Clayton Road and Thornwood Drive,37.962873,-121.987,0,,1
542,83542,Clayton Rd + Washington Blvd,Clayton Road and Washington Boulevard,37.951183,-121.955674,0,,1
451,83451,Clayton Rd + Washington Blvd,Clayton Road and Washington Boulevard,37.951751,-121.956145,0,,1
555,83555,Clayton Rd + West St,Clayton Road and West Street,37.96791,-122.001511,0,,1
533,83533,Clayton Rd + Wharton Way,Clayton Road and Wharton Way,37.962485,-121.986424,0,,1
532,83532,Clayton Rd + Bel Air Dr,Clayton Road and Bel Air Drive,37.964101,-121.990994,0,,1
530,83530,Clayton Rd + Cape Cod Way,Clayton Road and Cape Cod Way,37.966435,-121.997292,0,,1
447,83447,Clayton Rd + Clayton Library,Clayton Road and Clayton Library,37.94229,-121.934787,0,,1
1439,831439,Cleaveland Rd + Boyd Rd,Cleaveland Road and Boyd Road,37.943765,-122.063882,0,,1
1440,831440,Cleaveland Rd + Crescent Plz,Cleaveland Road and Crescent Plaza,37.944948,-122.06414,0,,1
1442,831442,Cleaveland Rd + Crescent Plz,Cleaveland Road and Crescent Plaza,37.94543,-122.06437,0,,1
1441,831441,Cleaveland Rd + Trelany Rd,Cleaveland Road and Trelany Road,37.94688,-122.064299,0,,1
1967,831967,Cleaveland Rd + W Hookston Rd,Cleaveland Road and West Hookston Road,37.940741,-122.06392,0,,1
528,83528,Clayton Rd + Farm Bureau Rd,Clayton Road and Farm Bureau Road,37.968786,-122.00515,0,,1
556,83556,Clayton Rd + Farm Bureau Rd,Clayton Road and Farm Bureau Road,37.9692,-122.006085,0,,1
543,83543,Clayton Rd + Kirker Pass Rd,Clayton Road and Kirker Pass Road,37.95246,-121.958052,0,,1
537,83537,Clayton Rd + Newhall Pkwy,Clayton Road and Newhall Pkwy,37.958001,-121.973987,0,,1
500,83500,Clayton Rd + Peacock Creek Dr,Clayton Road and Peacock Creek Drive,37.938988,-121.92674,0,,1
521,83521,Clayton Rd + San Carlos Ave,Clayton Road and San Carlos Avenue,37.97398,-122.023747,0,,1
545,83545,Clayton Rd + Terry Lynn Ln,Clayton Road and Terry Lynn Lane,37.954998,-121.965264,0,,1
562,83562,Clayton Rd + The Alameda,Clayton Road and The Alameda,37.97458,-122.025179,0,,1
541,83541,Clayton Rd + Ygnacio Valley Rd,Clayton Road and Ygnacio Valley Road,37.952598,-121.958965,0,,1
1448,831448,Contra Costa Blvd + Chipotle Mexican Grill,Contra Costa Boulevard and Chipotle Mexican Grill,37.979121,-122.066584,0,,1
1447,831447,Contra Costa Blvd + S And G Carpet And More,Contra Costa Boulevard and S and G Carpet and More,37.978745,-122.066245,0,,1
1446,831446,Contra Costa Blvd + Golf Club Rd,Contra Costa Boulevard and Golf Club Road,37.972355,-122.063664,0,,1
604,83604,Contra Costa Blvd + Golf Club Rd,Contra Costa Boulevard and Golf Club Road,37.970988,-122.063564,0,,1
603,83603,Contra Costa Blvd + Firestone,Contra Costa Boulevard and Firestone,37.970003,-122.063127,0,,1
1455,831455,Contra Costa Blvd + Safeway,Contra Costa Boulevard and Safeway,37.949268,-122.059967,0,,1
1452,831452,Contra Costa Blvd + Beth Dr,Contra Costa Boulevard and Beth Drive,37.955253,-122.060047,0,,1
1966,831966,Contra Costa Blvd + Boyd Rd,Contra Costa Boulevard and Boyd Road,37.942611,-122.060644,0,,1
1449,831449,Contra Costa Blvd + Cottonwood Dr,Contra Costa Boulevard and Cottonwood Drive,37.973385,-122.064199,0,,1
1453,831453,Contra Costa Blvd + Dexter Dr,Contra Costa Boulevard and Dexter Drive,37.95782,-122.060682,0,,1
1459,831459,Contra Costa Blvd + Doris Dr,Contra Costa Boulevard and Doris Drive,37.952983,-122.060325,0,,1
1458,831458,Contra Costa Blvd + Doray Dr,Contra Costa Boulevard and Doray Drive,37.95505,-122.060305,0,,1
1457,831457,Contra Costa Blvd + Ellinwood Dr,Contra Costa Boulevard and Ellinwood Drive,37.957851,-122.06096,0,,1
1454,831454,Contra Costa Blvd + Harriet Dr,Contra Costa Boulevard and Harriet Drive,37.960286,-122.061319,0,,1
1456,831456,Contra Costa Blvd + Harriet Dr,Contra Costa Boulevard and Harriet Drive,37.959873,-122.061517,0,,1
1451,831451,Contra Costa Blvd + East Vivian Dr,Contra Costa Boulevard and East Vivian Drive,37.95206,-122.060059,0,,1
602,83602,Contra Costa Blvd + Viking Dr,Contra Costa Boulevard and Viking Drive,37.967821,-122.062769,0,,1
1460,831460,Contra Costa Blvd + Vivian Dr,Contra Costa Boulevard and Vivian Drive,37.951421,-122.060325,0,,1
1450,831450,Contra Costa Blvd + Viking Dr,Contra Costa Boulevard and Viking Drive,37.967781,-122.062967,0,,1
1461,831461,Contra Costa Blvd + Woodsworth Ln,Contra Costa Boulevard and Woodsworth Lane,37.949668,-122.060326,0,,1
587,83587,Concord Blvd + Dave Brubeck Park,Concord Boulevard and Dave Brubeck Park,37.975676,-121.985669,0,,1
1445,831445,Coggins Dr + Park Vista Apartments,Coggins Drive and Park Vista Apartments,37.933166,-122.05655,0,,1
1444,831444,Coggins Dr + Villa Montanaro,Coggins Drive and Villa Montanaro,37.93337,-122.05641,0,,1
2086,832086,Coggins Dr + Buskirk Ave,Coggins Drive and Buskirk Avenue,37.933358,-122.058715,0,,1
568,83568,Colfax St + Pacheco St,Colfax Street and Pacheco Street,37.979181,-122.032987,0,,1
1032,831032,Court St + Marina Vista,Court Street and Marina Vista,38.019406,-122.135149,0,,1
572,83572,Concord Blvd + Mira Vista Ter,Concord Boulevard and Mira Vista Terrace,37.973934,-122.036734,0,,1
569,83569,Concord Ave + Concord Airport Plaza Building A,Concord Avenue and Concord Airport Plaza Building A,37.980708,-122.05339,0,,1
1952,831952,Concord Ave + Concord Honda,Concord Avenue and Concord Honda,37.979643,-122.046377,0,,1
570,83570,Concord Ave + Commerce Ave,Concord Avenue and Commerce Avenue,37.979225,-122.045225,0,,1
571,83571,Concord Blvd + Grant St,Concord Boulevard and Grant Street,37.97612,-122.032586,0,,1
588,83588,Concord Blvd + Mendocino Dr,Concord Boulevard and Mendocino Drive,37.976138,-121.987199,0,,1
589,83589,Concord Blvd + West St,Concord Boulevard and West Street,37.977169,-121.99067,0,,1
1031,831031,Court St + Green St,Court Street and Green Street,38.017246,-122.133156,0,,1
1003,831003,Court St + Ward St,Court Street and Ward Street,38.017661,-122.133599,0,,1
1633,831633,Crow Canyon Rd + Alcosta Blvd,Crow Canyon Road and Alcosta Boulevard,37.781536,-121.964791,0,,1
1624,831624,Crow Canyon Rd + Deerwood Rd,Crow Canyon Road and Deerwood Road,37.773565,-121.987954,0,,1
1639,831639,Crow Canyon Rd + Dougherty Rd,Crow Canyon Road and Dougherty Road,37.78898,-121.925945,0,,1
1629,831629,Crow Canyon Rd + Dougherty Rd,Crow Canyon Road and Dougherty Road,37.788535,-121.927355,0,,1
1626,831626,Crow Canyon Rd + Park Pl,Crow Canyon Road and Park Place,37.7733,-121.988809,0,,1
1640,831640,Crow Canyon Rd + Shoreline Dr,Crow Canyon Road and Shoreline Drive,37.783178,-121.937925,0,,1
1630,831630,Crow Canyon Rd + Shoreline Dr,Crow Canyon Road and Shoreline Drive,37.783378,-121.9394,0,,1
1625,831625,Crow Canyon Rd + Bollinger Canyon Rd,Crow Canyon Road and Bollinger Canyon Road,37.772623,-121.995404,0,,1
1641,831641,Crow Canyon Rd + Canyon Crest Dr,Crow Canyon Road and Canyon Crest Drive,37.787875,-121.945794,0,,1
1631,831631,Crow Canyon Rd + Canyon Crest Dr,Crow Canyon Road and Canyon Crest Drive,37.785911,-121.943409,0,,1
1642,831642,Crow Canyon Rd + Canyon Crest Dr,Crow Canyon Road and Canyon Crest Drive,37.785013,-121.943012,0,,1
1632,831632,Crow Canyon Rd + Canyon Crest Dr,Crow Canyon Road and Canyon Crest Drive,37.788375,-121.947085,0,,1
1634,831634,Crow Canyon Rd + Camino Ramon,Crow Canyon Road and Camino Ramon,37.779872,-121.968856,0,,1
1636,831636,Crow Canyon Rd + Crow Canyon Pl,Crow Canyon Road and Crow Canyon Place,37.778704,-121.971052,0,,1
1635,831635,Crow Canyon Rd + Crow Canyon Pl,Crow Canyon Road and Crow Canyon Place,37.779108,-121.970729,0,,1
1627,831627,Crow Canyon Rd + Old Crow Canyon Rd,Crow Canyon Road and Old Crow Canyon Road,37.774316,-121.983007,0,,1
1623,831623,Crow Canyon Rd + Old Crow Canyon Rd,Crow Canyon Road and Old Crow Canyon Road,37.774405,-121.983762,0,,1
1743,831743,Creekside Dr + Creekside Oaks,Creekside Drive and Creekside Oaks,37.88627,-122.052655,0,,1
1628,831628,Crow Canyon Rd + Twin Creeks Dr,Crow Canyon Road and Twin Creeks Drive,37.774968,-121.980424,0,,1
1622,831622,Crow Canyon Rd + Twin Creeks Dr,Crow Canyon Road and Twin Creeks Drive,37.77506,-121.980782,0,,1
1739,831739,Creekside Dr + The Retreat,Creekside Drive and The Retreat,37.886177,-122.052636,0,,1
1464,831464,Crescent Plz + Cleaveland Rd,Crescent Plaza and Cleaveland Road,37.945211,-122.063822,0,,1
1463,831463,Crescent Plz + Cleaveland Rd,Crescent Plaza and Cleaveland Road,37.945289,-122.063981,0,,1
1465,831465,Crescent Plz + Crescent Dr,Crescent Plaza and Crescent Drive,37.945191,-122.061477,0,,1
945,83945,Crest Ave + Crest Ct,Crest Avenue and Crest Court,37.874098,-122.051622,0,,0
1462,831462,Crescent Plz + Crescent Dr,Crescent Plaza and Crescent Drive,37.945306,-122.062114,0,,1
1741,831741,Creekside Dr + End,Creekside Drive and End,37.882167,-122.049752,0,,0
944,83944,Crest Ave + Kell Ct,Crest Avenue and Kell Court,37.871003,-122.050789,0,,0
1742,831742,Creekside Dr + Near Ct,Creekside Drive and Near Court,37.883981,-122.050849,0,,0
1740,831740,Creekside Dr + Near Ct,Creekside Drive and Near Court,37.8838,-122.050911,0,,0
1744,831744,Creekside Dr + Quail Ct,Creekside Drive and Quail Court,37.88749,-122.05506,0,,1
1738,831738,Creekside Dr + Quail Ct,Creekside Drive and Quail Court,37.887383,-122.0549,0,,1
970,83970,Danville Blvd + Alamo Plaza,Danville Boulevard and Alamo Plaza,37.851368,-122.033219,0,,1
952,83952,Danville Blvd + Alamo Plaza,Danville Boulevard and Alamo Plaza,37.851508,-122.033444,0,,1
959,83959,Danville Blvd + Del Amigo Rd,Danville Boulevard and Del Amigo Road,37.828548,-122.00815,0,,1
964,83964,Danville Blvd + El Portal,Danville Boulevard and El Portal,37.834918,-122.017172,0,,0
946,83946,Danville Blvd + Horse Trail Ct,Danville Boulevard and Horse Trail Court,37.875013,-122.047809,0,,0
967,83967,Danville Blvd + La Serena Ave,Danville Boulevard and La Serena Avenue,37.844185,-122.027702,0,,0
954,83954,Danville Blvd + La Serena Ave,Danville Boulevard and La Serena Avenue,37.843906,-122.027588,0,,0
969,83969,Danville Blvd + Las Trampas Rd,Danville Boulevard and Las Trampas Road,37.847615,-122.03092,0,,1
953,83953,Danville Blvd + Las Trampas Rd,Danville Boulevard and Las Trampas Road,37.847789,-122.031243,0,,1
955,83955,Danville Blvd + Alamo Womens Club,Danville Boulevard and Alamo Womens Club,37.845207,-122.028939,0,,0
965,83965,Danville Blvd + Camille Ave,Danville Boulevard and Camille Avenue,37.837894,-122.02108,0,,0
957,83957,Danville Blvd + Camille Ave,Danville Boulevard and Camille Avenue,37.83745,-122.020609,0,,0
2100,832100,Danville Blvd + El Cerro Blvd,Danville Boulevard and El Cerro Boulevard,37.828238,-122.007337,0,,1
963,83963,Danville Blvd + Hartford Rd,Danville Boulevard and Hartford Road,37.832228,-122.014112,0,,0
958,83958,Danville Blvd + Hartford Rd,Danville Boulevard and Hartford Road,37.832013,-122.013874,0,,0
966,83966,Danville Blvd + Hemme Ave,Danville Boulevard and Hemme Avenue,37.841566,-122.025139,0,,0
956,83956,Danville Blvd + Hemme Ave,Danville Boulevard and Hemme Avenue,37.841345,-122.025019,0,,0
974,83974,Danville Blvd + Hillgrade Ave,Danville Boulevard and Hillgrade Avenue,37.870285,-122.045144,0,,0
948,83948,Danville Blvd + Hillgrade Ave,Danville Boulevard and Hillgrade Avenue,37.869418,-122.04453,0,,0
961,83961,Danville Blvd + La Gonda Way,Danville Boulevard and La Gonda Way,37.825728,-122.004059,0,,0
973,83973,Danville Blvd + Livorna Rd,Danville Boulevard and Livorna Road,37.862043,-122.04002,0,,0
949,83949,Danville Blvd + Livorna Rd,Danville Boulevard and Livorna Road,37.861871,-122.03992,0,,0
960,83960,Danville Blvd + Railroad Ave,Danville Boulevard and Railroad Avenue,37.825171,-122.00364,0,,1
972,83972,Danville Blvd + Ridgewood Rd,Danville Boulevard and Ridgewood Road,37.856976,-122.03694,0,,0
950,83950,Danville Blvd + Ridgewood Rd,Danville Boulevard and Ridgewood Road,37.856953,-122.0369,0,,0
971,83971,Danville Blvd + St Alphonsus Ct,Danville Boulevard and Saint Alphonsus Court,37.853793,-122.034854,0,,0
951,83951,Danville Blvd + St Alphonsus Ct,Danville Boulevard and Saint Alphonsus Court,37.85344,-122.034655,0,,1
968,83968,Danville Blvd + South Ave,Danville Boulevard and South Avenue,37.845293,-122.028894,0,,1
978,83978,Danville Blvd + Wayne Ave,Danville Boulevard and Wayne Avenue,37.834863,-122.017132,0,,0
1075,831075,Danville Park And Ride,Danville Park and Ride,37.811989,-121.991816,0,,1
1748,831748,Dapplegray Ln + Rudgear Rd,Dapplegray Lane and Rudgear Road,37.879173,-122.028099,0,,1
1746,831746,Dapplegray Ln + Stewart Ave,Dapplegray Lane and Stewart Avenue,37.875175,-122.027622,0,,1
1747,831747,Dapplegray Ln + Westmoreland Cir,Dapplegray Lane and Westmoreland Circle,37.87744,-122.027225,0,,1
616,83616,David Ave + Bancroft Rd,David Avenue and Bancroft Road,37.934685,-122.046199,0,,1
947,83947,Danville Blvd + Via Robles,Danville Boulevard and Via Robles,37.871465,-122.04588,0,,0
615,83615,David Ave + Mohr Ln,David Avenue and Mohr Lane,37.936095,-122.043179,0,,1
435,83435,Delta Fair Blvd + Kaiser Delta Fair Medical Offices,Delta Fair Boulevard and Kaiser Delta Fair Medical Offices,38.004128,-121.842777,0,,1
434,83434,Delta Fair Blvd + Somersville Towne Center,Delta Fair Boulevard and Somersville Towne Center,38.003773,-121.842042,0,,1
623,83623,Detroit Ave + Laguna St,Detroit Avenue and Laguna Street,37.967905,-122.040934,0,,1
622,83622,Detroit Ave + Lynn Ave,Detroit Avenue and Lynn Avenue,37.965623,-122.03845,0,,1
620,83620,Detroit Ave + Monument Blvd,Detroit Avenue and Monument Boulevard,37.960696,-122.034039,0,,1
617,83617,Detroit Ave + Sunshine Dr,Detroit Avenue and Sunshine Drive,37.965313,-122.03837,0,,1
621,83621,Detroit Ave + Walters Way,Detroit Avenue and Walters Way,37.96283,-122.035907,0,,1
618,83618,Detroit Ave + Walters Way,Detroit Avenue and Walters Way,37.962341,-122.035729,0,,1
2009,832009,Diamond Blvd + The Veranda,Diamond Boulevard and The Veranda,37.973268,-122.057464,0,,1
2012,832012,Diamond Blvd + Golden Corral,Diamond Boulevard and Golden Corral,37.97385,-122.057702,0,,1
1102,831102,Diablo Rd + Green Valley Shopping Center,Diablo Road and Green Valley Shopping Center,37.823036,-121.992463,0,,1
2011,832011,Diamond Blvd + Hilton Concord,Diamond Boulevard and Hilton Concord,37.970566,-122.05496,0,,0
1101,831101,Diablo Rd + Arroyo Dr,Diablo Road and Arroyo Drive,37.825696,-121.987457,0,,1
1961,831961,Diamond Blvd + Burnett Ave,Diamond Boulevard and Burnett Avenue,37.976273,-122.059889,0,,1
1960,831960,Diamond Blvd + Galaxy Way,Diamond Boulevard and Galaxy Way,37.975248,-122.058934,0,,1
2008,832008,Diamond Blvd + Galaxy Way,Diamond Boulevard and Galaxy Way,37.97438,-122.058396,0,,1
2010,832010,Diamond Blvd + Willow Way,Diamond Boulevard and Willow Way,37.970988,-122.055635,0,,1
1100,831100,Diablo Rd + El Cerro Blvd,Diablo Road and El Cerro Boulevard,37.829455,-121.987457,0,,1
1103,831103,Diablo Rd + El Pintado,Diablo Road and El Pintado,37.823045,-121.997054,0,,1
1099,831099,Diablo Rd + Green Valley Rd,Diablo Road and Green Valley Road,37.834955,-121.978715,0,,1
2235,832235,Dougherty Rd + Camp Parks Blvd,Dougherty Road and Camp Parks Boulevard,37.715729,-121.910086,0,,1
2056,832056,Dougherty Rd + Iron Horse Trail Apts,Dougherty Road and Iron Horse Trail Apartments,37.708751,-121.91017,0,,1
2162,832162,Dougherty Rd + Old Ranch Rd,Dougherty Road and Old Ranch Road,37.739893,-121.913745,0,,1
2161,832161,Dougherty Rd + Old Ranch Rd,Dougherty Road and Old Ranch Road,37.739956,-121.914044,0,,1
2057,832057,Dougherty Rd + Park Sierra,Dougherty Road and Park Sierra,37.711771,-121.910389,0,,1
2077,832077,Dougherty Rd + Red Willow Rd,Dougherty Road and Red Willow Road,37.787421,-121.925509,0,,1
2076,832076,Dougherty Rd + Red Willow Rd,Dougherty Road and Red Willow Road,37.7865,-121.925329,0,,1
2050,832050,Dougherty Rd So + Dougherty Rd No,Dougherty Road South and Dougherty Road North,37.749163,-121.914442,0,,0
2189,832189,Dougherty Rd + Mariposa Cir,Dougherty Road and Mariposa Circle,37.714711,-121.910369,0,,1
2080,832080,Dougherty Rd + Monarch Rd,Dougherty Road and Monarch Road,37.778381,-121.922727,0,,0
2028,832028,Dougherty Rd + Sierra Ln,Dougherty Road and Sierra Lane,37.705973,-121.91009,0,,1
1979,831979,Dublin Blvd + Clark Ave,Dublin Boulevard and Clark Avenue,37.705561,-121.920859,0,,1
1148,831148,Dublin Blvd + Dublin Ct,Dublin Boulevard and Dublin Court,37.70369,-121.912295,0,,1
2092,832092,Dublin Blvd + Scarlett Ct,Dublin Boulevard and Scarlett Court,37.70568,-121.90709,0,,1
1147,831147,Dublin Blvd + Civic Plz,Dublin Boulevard and Civic Plaza,37.704316,-121.915752,0,,1
2173,832173,Diablo Valley College,Diablo Valley College,37.971055,-122.069027,0,S6,1
2164,832164,Diablo Valley College,Diablo Valley College,37.971024,-122.069234,0,S6,1
2168,832168,Diablo Valley College,Diablo Valley College,37.97044,-122.069187,0,S6,1
2169,832169,Diablo Valley College,Diablo Valley College,37.970403,-122.068987,0,S6,1
2170,832170,Diablo Valley College,Diablo Valley College,37.970583,-122.068987,0,S6,1
2171,832171,Diablo Valley College,Diablo Valley College,37.970741,-122.068967,0,S6,1
2172,832172,Diablo Valley College,Diablo Valley College,37.970908,-122.068987,0,S6,1
S6,S6,Diablo Valley College,Diablo Valley College,37.970927,-122.069136,1,,1
624,83624,East St + Bacon St,East Street and Bacon Street,37.982618,-122.03392,0,,1
625,83625,East St + Bacon St,East Street and Bacon Street,37.982508,-122.03398,0,,1
627,83627,East St + Sunset Ave,East Street and Sunset Avenue,37.97675,-122.02961,0,,1
626,83626,East St + Willow Pass Rd,East Street and Willow Pass Road,37.978331,-122.03092,0,,1
2113,832113,E Branch Pkwy + Sherwood Way,East Branch Parkway and Sherwood Way,37.751433,-121.89797,0,,1
2104,832104,E Branch Pkwy + Sherwood Way,East Branch Parkway and Sherwood Way,37.751296,-121.89805,0,,1
2112,832112,E Branch Pkwy + Windemere Pkwy,East Branch Parkway and Windemere Parkway,37.749211,-121.89042,0,,1
2103,832103,E Branch Pkwy + Windemere Ranch School,East Branch Parkway and Windemere Ranch School,37.753463,-121.905004,0,,1
2114,832114,E Branch Pkwy + Windemere Ranch School,East Branch Parkway and Windemere Ranch School,37.753415,-121.905302,0,,1
1420,831420,Ellinwood Way + Contra Costa Employment Human Services,Ellinwood Way and Contra Costa Employment Human Services,37.959333,-122.053789,0,,1
1466,831466,Ellinwood Dr + Longbrook Way,Ellinwood Drive and Longbrook Way,37.958805,-122.05802,0,,0
1171,831171,El Nido Ranch Rd + Lizann Dr,El Nido Ranch Road and Lizann Drive,37.893883,-122.16211,0,,0
1170,831170,El Nido Ranch Rd + Upper Happy Valley Rd,El Nido Ranch Road and Upper Happy Valley Road,37.893405,-122.153664,0,,0
1034,831034,Escobar St + Castro St,Escobar Street and Castro Street,38.017077,-122.138355,0,,1
2214,832214,Estudillo St + Victory Ct,Estudillo Street and Victory Court,38.001401,-122.12861,0,,0
